EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight,
7312040017034,1 L,,1 L,Alkohol > Wódki Czyste,"Absolut Wódka 1 l Szwedzka wódka Absolut niezmiennie od 1879 roku produkowana jest według idei One Source (ang. Jedno Źródło). Oznacza to, że każda kropla tej wyjątkowej wódki powstaje na obszarze otaczającym miasteczko Åhus na południu Szwecji. Jedno Źródło to jeden rodzaj pszenicy ozimej uprawianej na okolicznych żyznych polach, jedno lokalne ujęcie nieskazitelnie czystej wody oraz jedno miejsce destylacji i butelkowania. Dzięki tak starannej, tradycyjnej metodzie produkcji, każda butelka wódki Absolut ma ten sam charakter i smak. Absolut pojawił się na globalnej scenie w 1979 roku i szybko stał się jedną z najlepiej sprzedających się marek wódki z segmentu Top Premium. Od lat Absolut inspiruje zarówno produktowo, jak i reklamowo, a jego niecodzienne kampanie stały się istotną częścią pop-kultury. Kampanie reklamowe, które zachwycają innowacyjnością w komunikacji kluczowych wartości marki - czystości, prostoty i perfekcji - były wielokrotnie nagradzane. W 1999 roku kampania reklamowa Absolut Vodka została uznana przez Advertising Age za jedną z 10 najlepszych kampanii XX wieku. Wódka Absolut jest pionierem współczesnych wódek smakowych.",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/7312040017034_T1.jpg&x=500&y=400,,Szwecja,52.99,Leclerc Rzeszów,,Absolut Wódka 1 l,https://www.leclerc.rzeszow.pl/absolut-wodka-1-l-produkt-159247.html,Waga netto 1 L,
8593875510115,"0,5 l",,"0,5 l",Alkohol > Piwo > Piwo importowane,"Palackého 934,  
784 01 Litovel,  
Republika Czeska Pakowane w atmosferze ochronnej. Butelka bezzwrotna",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=178/8593875510115_T1.jpg&x=500&y=400,"woda pitna
cukier
produkty chmielowe",Czechy,3.99,Leclerc Rzeszów,,"Litovel Premium Piwo jasne pełne 0,5 l",https://www.leclerc.rzeszow.pl/litovel-premium-piwo-jasne-pelne-05-l-produkt-159227.html,"Waga netto 0,5 l",
5900227001017,500 ml,,500 ml,Alkohol > Piwo > Piwo puszki,"ul. Browarna 88, 
34-300 Żywiec Leżajsk 
Tradycje browarnicze od 1525 r. Wartość energetyczna w 100 ml: 172 kJ/41 kcal 2 Pełne do wygrania! 
Regulamin na lezajsk.com.pl 
Promocja obowiązuje w woj.: podkarpackim i lubelskim. 
Sprzedaż promocyjna: 01.07-30.11.2020 r. 
Odbiór nagród do 03.12.2020 r.",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900227001017_T1.jpg&x=100&y=70,"woda
słód 
kukurydza
ekstrakt z chmielu i chmiel",,10.39,Leclerc Rzeszów,,Leżajsk Piwo jasne pełne 4 x 500 ml,https://www.leclerc.rzeszow.pl/lezajsk-piwo-jasne-pelne-4-x-500-ml-produkt-159342.html,Waga netto 500 ml,
5900490000427,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,"Lech Premium Piwo jasne 500 ml Lech Premium to jasne piwo typu lager. Wyróżnia go harmonia smaku i odpowiedniego nagazowania, które nadają mu znakomite właściwości orzeźwiające - zwłaszcza, gdy jest mocno schłodzony. Pasuje na wszystkie okazje, zawsze gdy potrzebujesz orzeźwienia. Lech jest dla wszystkich młodych duchem, pełnych energii optymistów. Jest dla tych, którzy do życia podchodzą z dystansem, a przy tym są ambitni i nie zapominają o celach, jakie przed sobą stawiają. To piwo dla tych, którzy wierzą w siłę pozytywnego myślenia. Bo Ci, którzy myślą pozytywnie, wygrywają. Wartość energetyczna (na 100 ml): 172 kJ/41 kcal Butelka zwrotna 
 
Składniki odżywcze na: www.abcalkoholu.pl Nadające się do recyklingu",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900490000427_T1.jpg&x=500&y=400,"woda
słody 
chmiel i wyciąg z szyszek chmielowych",,2.99,Leclerc Rzeszów,,Lech Premium Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/lech-premium-piwo-jasne-500-ml-produkt-159336.html,Waga netto 500 ml,
5901359074337,500 ml,,500 ml,Alkohol > Piwo > Piwne specjalności,"Książęce IPA Piwo jasne 500 ml Intensywny aromat chmielowy oraz wyczuwalne nuty cytrusów i owoców tropikalnych - to zasługa aż 6 odmian amerykańskiego chmielu. 
 
Prosta, rozszerzana ku górze szklanka, podkreśla gęstą białą pianę i intensywny aromat chmielowy piwa IPA. 
Optymalna temperatura serwowania 12-14°C. 
Idealny do pikantnych mięs i kuchni meksykańskiej. Spróbuj pozostałych piw z kolekcji Książęce. Wartość energetyczna (na 100 ml): 206 kJ/49 kcal. Szkło - powszechnie recyklingowane",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901359074337_T1.jpg&x=500&y=400,"woda
słody 
 typu pale ale i jasny pilzneński
chmiel goryczkowy
chmiele aromatyczne odmian Citra, Mosaic, Cascade, Centennial, Azacca, Pekko
wyciąg z chmielu",,4.49,Leclerc Rzeszów,,Książęce IPA Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/ksiazece-ipa-piwo-jasne-500-ml-produkt-159319.html,Waga netto 500 ml,
5900191015607,500 ml,,500 ml,Alkohol > Wódki Czyste,"ul. Złota 59 
00-120 Warszawa Wódka Luksusowa jest produkowana nieprzerwanie od 1928 roku. Jej unikalna receptura opiera się na dwóch kluczowych elementach - wysokiej jakości spirytusie oraz najczystszej wodzie pochodzącej ze studni głębinowych. 
Luksusowa to delikatny smak wódki, której receptura opiera się na kompozycji smakowej polskiego żyta i ziemniaków. Proces produkcji Luksusowej jest oczywiście dużo bardziej skomplikowany i kosztowny niż dowolnej wódki zbożowej, ale warto - łagodny, pełny smak zadowoli każdego. 
Marka Luksusowa powstała w 1928 roku. W okresie międzywojennym stosowany był podział na wódki zwykłe, wyborowe i luksusowe. Jego podstawą był rodzaj wykorzystywanych w produkcji spirytusów rektyfikowanych. Różniły się między sobą poziomem czystości, czyli zawartością ubocznych składników fermentacji, co przekładał się na jakość smaku i zapachu alkoholu. Wódka Luksusowa zawsze była produkowana z najlepszej klasy spirytusu, takie jest właśnie źródło jej nazwy. Jest jedną z najbardziej znanych polskich wódek w USA. Dostępna jest także w Kanadzie, Australii, Wielkiej Brytanii, Niemczech, Australii, Izraelu, Islandii i we Włoszech. Luksusowa od początku swojego istnienia była najwyższej jakości wódką czystą, produkowaną z najbardziej oczyszczonego spirytusu, a przez to i najdroższą z wódek czystych w latach 20tych.  
Produkcję Wódki Luksusowej rozpoczęto w 1928 roku. Wódki czyste dzielono wtedy na zwykłe, wyborowe i luksusowe. Podział ten wywodził się z gatunków spirytusów rektyfikowanych, z których wódki były produkowane. Spirytusy różnią się między sobą poziomem czystości, czyli zawartością ubocznych składników fermentacji, a tym samym jakością smaku i zapachu. Z tej tradycji wywodzi się receptura i sama nazwa wódki Luksusowa. Od lat jest jedną z najczęściej nagradzanych wódek na prestiżowych, międzynarodowych konkursach Już 11 razy z rzędu Luksusowa zdobyła złoty medal w prestiżowym konkursie Monde Selection*. Jest jedną z najbardziej znanych polskich wódek w USA. Jest także eksportowana do Kanady, Australii, Wielkiej Brytanii i Niemiec. 
* w oparciu o dane IWSR na koniec 2010 r.",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900191015607_T1.jpg&x=500&y=400,,,25.99,Leclerc Rzeszów,,Luksusowa Wódka 500 ml,https://www.leclerc.rzeszow.pl/luksusowa-wodka-500-ml-produkt-159345.html,Waga netto 500 ml,
5900227000843,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,"Leżajsk Pełne Piwo jasne 500 ml Klasyka gatunku w wykonaniu Leżajskich Browarników. Idealnie dobrane składniki i krystalicznie czysta, podkarpacka woda sprawiają, ze Leżajsk Pełne ma tak orzeźwiający i doskonale wyważony smak. Tradycje browarnicze Leżajska od 1525 r. Butelka zwrotna Szkło - powszechnie recyklingowane",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900227000843_T1.jpg&x=500&y=400,,,2.69,Leclerc Rzeszów,,Leżajsk Pełne Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/lezajsk-pelne-piwo-jasne-500-ml-produkt-159343.html,Waga netto 500 ml,
5900490270202,4 x 500 ml,,4 x 500 ml,Alkohol > Piwo > Piwo puszki,"ul. Szwajcarska 11 
61-285 Poznań Lech Premium to jasne piwo typu lager. Wyróżnia go harmonia smaku i odpowiedniego nagazowania, które nadają mu znakomite właściwości orzeźwiające - zwłaszcza, gdy jest mocno schłodzony. Pasuje na wszystkie okazje, zawsze gdy potrzebujesz orzeźwienia. Lech jest dla wszystkich młodych duchem, pełnych energii optymistów. Jest dla tych, którzy do życia podchodzą z dystansem, a przy tym są ambitni i nie zapominają o celach, jakie przed sobą stawiają. To piwo dla tych, którzy wierzą w siłę pozytywnego myślenia. Bo Ci, którzy myślą pozytywnie, wygrywają. Wartość energetyczna (na 100 ml): 172 kJ/ 41 kcal Składniki odżywcze na: www.abcalkoholu.pl.",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900490270202_T1.jpg&x=500&y=400,"woda
słody 
chmiel i wyciąg z szyszek chmielowych",,12.99,Leclerc Rzeszów,,Lech Premium Piwo jasne 4 x 500 ml,https://www.leclerc.rzeszow.pl/lech-premium-piwo-jasne-4-x-500-ml-produkt-159335.html,Waga netto 4 x 500 ml,
3564709040691,,,500ml,"Alkohol > Brandy, koniak",Koniak francuski ,,https://www.leclerc.rzeszow.pl/resize.php?pic=178/159392_koniak-v-s-o-p-05l_200724104357.jpg&x=500&y=400,,,69.99,Leclerc Rzeszów,"Przechowywać w temperaturze pokojowej 
 
 
","Koniak V S O P 0,5L",https://www.leclerc.rzeszow.pl/koniak-v-s-o-p-05l-produkt-159392.html,,
5901064071010,700 ml,,700 ml,"Alkohol > Gin, rum, tequila","Lubuski Original Gin 700 ml Wysokiej jakości polski gin destylowany, wytwarzany od 1987 roku z wyselekcjonowanych owoców jałowca.",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901064071010_T1.jpg&x=500&y=400,,Polska,35.99,Leclerc Rzeszów,,Lubuski Original Gin 700 ml,https://www.leclerc.rzeszow.pl/lubuski-original-gin-700-ml-produkt-159322.html,Waga netto 700 ml,
3564700536377,,,700ml,Alkohol > Bourbon,,,https://www.leclerc.rzeszow.pl/resize.php?pic=178/159395_john-davons-straight-bourbon-07l_200722010305.jpg&x=500&y=400,,,44.99,Leclerc Rzeszów,"Przechowywać w suchym i chłodnym miejscu  
 
 
","John Davons Straight Bourbon 0,7l",https://www.leclerc.rzeszow.pl/john-davons-straight-bourbon-07l-produkt-159395.html,,
5901559953531,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,"ul. Browarna 88, 
34-300 Żywiec Białe piwo pszeniczne z nutą kolendry. Wyróżnia się lekkim i orzeźwiającym smakiem. 
 
Żywiecka Szkoła Piwowarska 
Receptura piwa Białego jest dziełem mistrzów żywieckiej szkoły piwowarskiej, którzy od pokoleń pracują w warzelniach arcyksiążęcych w Żywcu i w Cieszynie. Wartość energetyczna w 100 ml: 181 kJ/ 43 kcal Browar Arcyksiążęcy w Żywcu A.D. 1856 
 
Butelka zwrotna 
 
Oddaj mnie 
Daj butelkom drugie Ż 
 
Więcej informacji na www.zywiec.com.pl","Jęczmień - Zawiera
Pszenica - Zawiera",https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901559953531_T1.jpg&x=500&y=400,"woda
słód 
słód 
aromat naturalny
chmiel i ekstrakt z chmielu
kolendra",,3.39,Leclerc Rzeszów,"Mętność i osad są naturalnymi cechami produktu. 
 
Przechowywać w chłodnym miejscu.",Żywiec Premium Białe Piwo 500 ml,https://www.leclerc.rzeszow.pl/zywiec-premium-biale-piwo-500-ml-produkt-136073.html,Waga netto 500 ml,
5900699102816,500 ml,,500 ml,Alkohol > Piwo > Piwne specjalności,"Żywiec Sesyjne IPA Piwo jasne 500 ml Piwo typu Session India Pale Ale. Chmielone na zimno, z nutą egzotycznych owoców pochodzących z amerykańskich chmieli. 
 
Receptura piwa Sesyjne IPA jest dziełem mistrzów Żywieckiej Szkoły Piwowarskiej, którzy od pokoleń pracują w warzelniach arcyksiążęcych w Żywcu i Cieszynie. Wartość energetyczna w 100 ml: 183 kJ / 44 kcal Browar Arcyksiążęcy w Żywcu A.D. 1856 
 
Butelka zwrotna","Jęczmień - Zawiera
Pszenica - Zawiera",https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900699102816_T1.jpg&x=500&y=400,"woda
słód 
słody 
ekstrakt z chmielu i chmiel",,4.39,Leclerc Rzeszów,"Mętność i osad są naturalnymi cechami produktu. 
 
Przechowywać w chłodnym miejscu.",Żywiec Premium Sesyjne IPA Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/zywiec-premium-sesyjne-ipa-piwo-jasne-500-ml-produkt-159112.html,Waga netto 500 ml,
5099873001370,,,,"Alkohol > Likiery, alkohole słodkie",,,https://www.leclerc.rzeszow.pl/resize.php?pic=178/159353_jack-daniels-tennessee-honey-07l_200720102043.jpg&x=500&y=400,,,76.99,Leclerc Rzeszów,,"Jack Daniels Tennessee Honey 0,7l",https://www.leclerc.rzeszow.pl/jack-daniels-tennessee-honey-07l-produkt-159353.html,,
5010196091008,700 ml,Jim Beam,700 ml,Alkohol > Bourbon,"20-402 Lublin 
ul. Spółdzielcza 6 www.drinksmart.com",,https://www.leclerc.rzeszow.pl/resize.php?pic=178/5010196091008_T1.jpg&x=500&y=400,,,64.99,Leclerc Rzeszów,,Jim Beam Kentucky Straight Bourbon Whiskey 700 ml,https://www.leclerc.rzeszow.pl/jim-beam-kentucky-straight-bourbon-whiskey-700-ml-produkt-159360.html,Waga netto 700 ml,
5901559147008,4 x 500 ml,,4 x 500 ml,Alkohol > Piwo > Piwo puszki,"Żywiec Piwo jasne 4 x 500 ml Żywca warzymy od zawsze tylko w jednym miejscu na świecie - w Arcyksiążęcym Browarze w Żywcu założonym w 1856 r. 
W sprawach piwa jesteśmy bezkompromisowi, dlatego Żywiec powstaje wyłącznie z trzech składników: słodu jęczmiennego, chmielu i krystalicznie czystej, górskiej wody. 
Żywiec. Zawsze tylko z Żywca. Nigdy nie jeżdżę po alkoholu Nadające się do recyklingu",,https://www.leclerc.rzeszow.pl/resize.php?pic=178/159311_zywiec-piwo-jasne-4-x-500-ml_200721104149.jpeg&x=500&y=400,"woda
słód jęczmienny
chmiel",,10.99,Leclerc Rzeszów,Przechowywać w chłodnym miejscu.,Żywiec Piwo jasne 4 x 500 ml,https://www.leclerc.rzeszow.pl/zywiec-piwo-jasne-4-x-500-ml-produkt-159311.html,Waga netto 4 x 500 ml,
5901359084909,4 x 500 ml,,4 x 500 ml,Alkohol > Piwo > Piwo niskoalkoholowe,"ul. Szwajcarska 11 
61-285 Poznań",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901359084909_T1.jpg&x=500&y=400,"woda
słód 
cukier
sok grejpfrutowy (01%) z zagęszczonego soku
stabilizator - guma akacjowa
aromat naturalny
regulator kwasowości - kwas cytrynowy
witaminy C, B5 i B6
wyciąg z chmielu",,15.39,Leclerc Rzeszów,,Lech Free Piwo bezalkoholowe pomelo i grejpfrut 4 x 500 ml,https://www.leclerc.rzeszow.pl/lech-free-piwo-bezalkoholowe-pomelo-i-grejpfrut-4-x-500-ml-produkt-159317.html,Waga netto 4 x 500 ml,
5900877000248,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,"Żubr Piwo jasne 500 ml Żubr to duma Podlasia. To również odpowiedni wybór dla każdego, kto ceni sobie chwile odpoczynku. Pełen spokój i równowaga wywodzące się z Puszczy Białowieskiej najlepiej charakteryzują piwo warzone według receptury Browaru Dojlidy. Żubr lubi się chłodzić i najlepiej smakuje w temperaturze 4 - 6 stopni. 
 Tradycja Browaru Dojlidy Butelka zwrotna Szkło - powszechnie recyklingowane",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900877000248_T1.jpg&x=500&y=400,,,2.29,Leclerc Rzeszów,,Żubr Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/zubr-piwo-jasne-500-ml-produkt-159323.html,Waga netto 500 ml,
5901359272214,"4 x 0,5 l",,"4 x 0,5 l",Alkohol > Piwo > Piwo puszki,"Żubr Piwo jasne 4 x 0,5 l Tradycja Browaru Dojlidy Nadające się do recyklingu",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901359272214_T1.jpg&x=100&y=70,,,11.99,Leclerc Rzeszów,,"Żubr Piwo jasne 4 x 0,5 l",https://www.leclerc.rzeszow.pl/zubr-piwo-jasne-4-x-05-l-produkt-159315.html,"Waga netto 4 x 0,5 l",
5902573008313,500 ml,,500 ml,"Alkohol > Likiery, alkohole słodkie","Żołądkowa Gorzka z miętą Likier 500 ml Gorzka pomarańcza, przyprawy i karmel 
Inspirowana recepturą pochodzącą z 1822 r.  Żołądkowa 
Tradycja smaku",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5902573008313_T1.jpg&x=500&y=400,,,23.99,Leclerc Rzeszów,,Żołądkowa Gorzka z miętą Likier 500 ml,https://www.leclerc.rzeszow.pl/zoladkowa-gorzka-z-mieta-likier-500-ml-produkt-159290.html,Waga netto 500 ml,
5901559130000,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,"Żywiec Piwo jasne 500 ml Żywca warzymy od zawsze tylko w jednym miejscu na świecie - w Arcyksiążęcym Browarze w Żywcu założonym w 1856 r. 
W sprawach piwa jesteśmy bezkompromisowi, dlatego Żywiec powstaje wyłącznie z trzech składników: słodu jęczmiennego, chmielu i krystalicznie czystej, górskiej wody. 
Żywiec. Zawsze tylko z Żywca. Butelka zwrotna Browar Arcyksiążęcy w Żywcu. Szkło - powszechnie recyklingowane",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901559130000_T1.jpg&x=500&y=400,"woda
słód 
chmiel i ekstrakt z chmielu",,2.99,Leclerc Rzeszów,Przechowywać w chłodnym miejscu.,Żywiec Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/zywiec-piwo-jasne-500-ml-produkt-159312.html,Waga netto 500 ml,
5901559953883,500 ml,,500 ml,Alkohol > Piwo > Piwne specjalności,"ul. Browarna 88, 
34-300 Żywiec Piwo typu American Pale Ale. Chmielone na zimno 5 odmianami chmielu: Chinook, Citra, Yellow Sub, Centennial oraz Amarillo. Aromatyczne i orzeźwiające. 
 
Żywiecka Szkoła Piwowarska 
Receptura piwa APA jest dziełem mistrzów żywieckiej szkoły piwowarskiej, którzy od pokoleń pracują w warzelniach arcyksiążęcych w Żywcu i Cieszynie. Wartość energetyczna w 100 ml: 189 kJ/45 kcal Browar Arcyksiążęcy w Żywcu A.D. 1856 
 
Butelka zwrotna 
 
Oddaj mnie 
Daj butelkom drugie Ż 
 
Więcej informacji na www.zywiec.com.pl","Jęczmień - Zawiera
Pszenica - Zawiera",https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901559953883_T1.jpg&x=500&y=400,"woda
słód 
 (monachijski, karmelowy)
słód 
chmiel (Chinook, Citra, Yellow Sub, Centennial, Amarillo)
ekstrakt z chmielu Magnum",,4.39,Leclerc Rzeszów,"Mętność i osad są naturalnymi cechami produktu. 
 
Przechowywać w chłodnym miejscu.",Żywiec Premium APA Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/zywiec-premium-apa-piwo-jasne-500-ml-produkt-136072.html,Waga netto 500 ml,
5902573008276,200 ml,,200 ml,"Alkohol > Likiery, alkohole słodkie","Żołądkowa Gorzka z miętą Likier 200 ml Gorzka pomarańcza, przyprawy i karmel 
Inspirowana recepturą pochodzącą z 1822 r.  Żołądkowa 
Tradycja smaku",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5902573008276_T1.jpg&x=500&y=400,,,10.99,Leclerc Rzeszów,,Żołądkowa Gorzka z miętą Likier 200 ml,https://www.leclerc.rzeszow.pl/zoladkowa-gorzka-z-mieta-likier-200-ml-produkt-159292.html,Waga netto 200 ml,
5902746640142,4 x 500 ml,,4 x 500 ml,Alkohol > Piwo > Piwo puszki,Warka Strong Piwo jasne 4 x 500 ml Nadające się do recyklingu,Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5902746640142_T1.jpg&x=100&y=70,,,10.99,Leclerc Rzeszów,,Warka Strong Piwo jasne 4 x 500 ml,https://www.leclerc.rzeszow.pl/warka-strong-piwo-jasne-4-x-500-ml-produkt-159282.html,Waga netto 4 x 500 ml,
5900699102519,4 x 500 ml,,4 x 500 ml,Alkohol > Piwo > Piwo niskoalkoholowe,Warka Radler Piwo bezalkoholowe z lemoniadą o smaku grejpfruta i pomarańczy 4 x 500 ml Nadające się do recyklingu,Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900699102519_T1.jpg&x=100&y=70,"woda
syrop fruktozowy
słód 
soki z zagęszczonych soków: cytrynowy (2,8%), pomarańczowy (1,2%), grejpfrutowy (1,0%)
ekstrakt z cytryny
naturalny aromat grejpfruta z innymi naturalnymi aromatami
koncentrat soku z czarnej marchwi
stabilizator (mączka chleba świętojańskiego)
ekstrakt z chmielu i chmiel",,10.79,Leclerc Rzeszów,,Warka Radler Piwo bezalkoholowe z lemoniadą o smaku grejpfruta i pomarańczy 4 x 500 ml,https://www.leclerc.rzeszow.pl/warka-radler-piwo-bezalkoholowe-z-lemoniada-o-smaku-grejpfruta-i-pomaranczy-4-x-500-ml-produkt-159332.html,Waga netto 4 x 500 ml,
5902746640135,4 x 500 ml,,4 x 500 ml,Alkohol > Piwo > Piwo puszki,Warka Piwo jasne 4 x 500 ml Oficjalny Sponsor UEFA Europa League Cztery na mecz Nadające się do recyklingu,Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5902746640135_T1.jpg&x=100&y=70,,,9.99,Leclerc Rzeszów,,Warka Piwo jasne 4 x 500 ml,https://www.leclerc.rzeszow.pl/warka-piwo-jasne-4-x-500-ml-produkt-159283.html,Waga netto 4 x 500 ml,
5900699102731,500 ml,,500 ml,Alkohol > Piwo > Piwo niskoalkoholowe,"Żywiec Piwo jasne bezalkoholowe 500 ml Od ponad 160 lat w Browarze Arcyksiążęcym w Żywcu warzymy doskonałe piwo. Lata doświadczeń pozwoliły nam stworzyć najwyższej jakości piwo, w którym zawartość alkoholu wynosi 0,0%. Jego wyrazisty goryczkowy smak powstaje z połączenia wyłącznie trzech składników: słodu jęczmiennego, chmielu i krystalicznie czystej, górskiej wody. To smak, którym możesz cieszyć się bez ograniczeń zawsze wtedy, kiedy masz na to ochotę. butelka zwrotna Szkło - powszechnie recyklingowane",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900699102731_T1.jpg&x=500&y=400,"woda
słód 
chmiel i ekstrakt z chmielu",,3.19,Leclerc Rzeszów,Przechowywać w chłodnym miejscu.,Żywiec Piwo jasne bezalkoholowe 500 ml,https://www.leclerc.rzeszow.pl/zywiec-piwo-jasne-bezalkoholowe-500-ml-produkt-159329.html,Waga netto 500 ml,
5900343001892,500 ml,,500 ml,Alkohol > Wódki Czyste,"Żubrówka Biała Wódka czysta 500 ml Krystalicznie czysty i łagodny smak. Moc inspirowana naturą Puszczy Białowieskiej. Czysty żywioł. 
 
Krystalicznie czysta Żubrówka Biała inspirowana legendarną Żubrówką Bison Grass. Szkło - powszechnie recyklingowane",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5900343001892_T1.jpg&x=500&y=400,,,20.79,Leclerc Rzeszów,,Żubrówka Biała Wódka czysta 500 ml,https://www.leclerc.rzeszow.pl/zubrowka-biala-wodka-czysta-500-ml-produkt-157371.html,Waga netto 500 ml,
5901359000367,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,"Tyskie Gronie Piwo jasne 500 ml Tyskie zawdzięcza swój wyjątkowy charakter pokoleniom browarników z Tyskich Browarów Książęcych. Ich pasja oraz prosta receptura z trzech składników: wody, słodów jęczmiennych i przede wszystkim polskich chmieli goryczkowych i aromatycznych: Lubelskiego i Marynki - to sprawdzony przepis na Tyskie Gronie. Tyskie 
Klasyka piwa Cztery wieki warzenia w Tychach 
Receptura Tyskich Browarów Książęcych",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901359000367_T1.jpg&x=500&y=400,"woda
słody 
: jasny pilzneński i karmelowy
chmiel i wyciąg z szyszek chmielowych",,2.49,Leclerc Rzeszów,,Tyskie Gronie Piwo jasne 500 ml,https://www.leclerc.rzeszow.pl/tyskie-gronie-piwo-jasne-500-ml-produkt-159320.html,Waga netto 500 ml,
5901359000176,"4 x 0,5 l",,"4 x 0,5 l",Alkohol > Piwo > Piwo puszki,"ul. Szwajcarska 11 
61-285 Poznań Wartość energetyczna (na 100 ml): 181 kJ/43 kcal Składniki odżywcze na: www.abcalkoholu.pl",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901359000176_T1.jpg&x=100&y=70,"woda
słody 
: jasny pilzneński i karmelowy
chmiel i wyciąg z szyszek chmielowych",,11.99,Leclerc Rzeszów,,"Tyskie Gronie Piwo jasne 4 x 0,5 l",https://www.leclerc.rzeszow.pl/tyskie-gronie-piwo-jasne-4-x-05-l-produkt-159321.html,"Waga netto 4 x 0,5 l",
5901359074276,4 x 500 ml,Kozel,4 x 500 ml,Alkohol > Piwo > Piwo puszki,"ul. Szwajcarska 11 
61-285 Poznań Wartość energetyczna (na 100 ml): 167 kJ/40 kcal Składniki odżywcze na: www.abcalkoholu.pl",Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901359074276_T1.jpg&x=100&y=70,"woda
słody 
chmiel i wyciąg z szyszek chmielowych",,10.49,Leclerc Rzeszów,,Kozel Ležák Piwo jasne 4 x 500 ml,https://www.leclerc.rzeszow.pl/kozel-le%C5%BE%C3%A1k-piwo-jasne-4-x-500-ml-produkt-157395.html,Waga netto 4 x 500 ml,
5011026108033,700 ml,,700 ml,Alkohol > Whisky,"Tullamore D.E.W. Irlandzka whiskey 700 ml Trzykrotnie destylowana irlandzka whiskey znana ze swojej wyjątkowej łagodności i unikalnego charakteru. Swój smak zawdzięcza wyselekcjonowanym ziarnom jęczmienia, źródlanej wodzie oraz minimum trzyletniemu leżakowaniu w dębowych beczkach, wcześniej używanych do leżakowania sherry Oloroso lub bourbonu.",,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5011026108033_T1.jpg&x=500&y=400,,Irlandia,61.99,Leclerc Rzeszów,,Tullamore D.E.W. Irlandzka whiskey 700 ml,https://www.leclerc.rzeszow.pl/tullamore-d.e.w.-irlandzka-whiskey-700-ml-produkt-159357.html,Waga netto 700 ml,
5901559930006,500 ml,,500 ml,Alkohol > Piwo > Piwo butelki,Tatra Piwo mocne 500 ml Wartość energetyczna w 100 ml: 219 kJ / 52 kcal. Butelka zwrotna Szkło - powszechnie recyklingowane,Jęczmień - Zawiera,https://www.leclerc.rzeszow.pl/resize.php?pic=177/5901559930006_T1.jpg&x=500&y=400,"woda
słód 
kukurydza
syrop glukozowy
ekstrakt z chmielu",,2.15,Leclerc Rzeszów,,Tatra Piwo mocne 500 ml,https://www.leclerc.rzeszow.pl/tatra-piwo-mocne-500-ml-produkt-159309.html,Waga netto 500 ml,
